1600
3
0.926554,10.915352,254.371442
1.377958,16.049315,254.415853
2.593041,22.533815,254.508098
3.788992,30.963934,254.582459
5.367774,42.565825,254.634000
8.152602,60.236799,254.120643
10.059126,68.827434,253.861827
13.332926,83.062526,253.636329
17.428698,99.877564,253.537099
19.890667,112.746850,253.182711
26.646015,128.420091,252.937157
33.497643,141.724922,251.685305
42.366889,153.696301,251.349217
54.650050,168.883213,251.149201
66.599453,184.846991,249.779133
69.995650,199.553306,249.041476
75.418582,211.747466,247.736749
71.214631,223.313897,247.280593
63.255248,231.380349,247.202904
50.519532,235.251195,245.143527
40.362274,237.376093,243.435131
29.698636,240.679801,241.055155
23.115095,243.924172,236.689554
21.266090,245.350743,225.431693
18.014897,247.481491,209.398253
18.340294,247.622218,191.841012
18.126135,248.454054,174.084898
15.658301,249.184311,158.931726
13.921578,250.002855,142.286840
13.168139,250.762468,127.401055
11.894291,251.620552,113.031435
11.553988,252.554366,101.699465
11.257691,252.860155,92.772090
11.424591,252.932998,81.397123
11.144888,253.235165,73.767286
8.978020,253.844974,63.967041
8.059437,254.076830,53.629941
6.267562,254.185142,46.894082
4.993971,254.048157,41.441910
4.396692,254.256003,34.470584
1.093626,9.289658,254.346089
1.317919,14.584191,254.355241
2.480079,20.983484,254.334667
3.138076,28.558526,254.296482
4.185458,41.029872,254.031186
5.960219,52.902152,253.950718
9.460699,69.217198,253.367730
10.844657,80.682538,253.060489
14.544368,98.010493,252.599367
18.633764,110.803981,252.015699
24.128731,123.963466,251.621263
33.742472,138.193028,250.917921
42.540134,149.115652,250.173010
56.582437,166.467692,249.405716
68.563750,180.761309,248.467284
76.105201,197.933636,247.539205
82.051317,211.183488,245.120400
80.503973,221.318783,244.561029
68.217996,230.440972,243.603300
55.739582,234.620003,240.660480
44.243970,236.207146,237.457203
34.852369,239.349528,235.558445
27.206325,241.320530,231.058083
21.945705,243.955229,221.029712
17.322082,245.319952,205.031039
16.682162,245.900756,187.995259
17.118860,246.391771,172.039774
15.320193,247.017212,155.702050
13.486377,246.921810,141.201314
12.405914,248.489095,123.882204
10.410610,249.543209,109.103373
10.092345,250.748192,98.890888
9.470900,252.295143,88.910286
10.229533,252.695875,78.466213
9.095619,252.913329,67.243599
8.229779,253.410858,60.043735
6.674718,253.846869,47.620000
5.314648,254.180837,37.767627
3.707571,254.211701,30.953886
3.178974,254.492734,26.086647
0.899346,6.445239,254.205614
0.976322,9.641746,254.143893
1.637455,16.316334,254.053608
2.829844,26.091940,253.775180
3.100623,37.050888,253.456443
4.597784,48.640943,253.475570
7.432750,64.735389,252.598738
9.869179,77.109839,252.104103
13.588784,92.216561,250.854581
18.684968,107.946168,250.250366
20.825248,121.951689,249.708747
33.672933,133.573841,248.245393
41.799724,143.493736,248.305034
55.354880,158.622803,247.446171
70.213645,177.957869,245.244769
78.652481,193.677718,244.507815
85.819800,210.077440,243.712795
90.470708,221.374621,241.324401
71.919214,229.573944,238.702152
58.428992,232.623316,234.424099
50.050152,234.186338,231.382756
40.368692,236.588820,228.684786
33.498672,238.702426,223.506950
24.360390,241.609290,213.250523
18.940662,242.147192,199.301207
18.286491,242.419921,182.505336
18.158908,243.580337,167.979016
15.264411,244.123473,151.618467
12.726705,244.392314,137.491028
11.911871,245.403478,120.417602
9.345370,248.004763,106.143412
8.117406,249.256729,94.746491
8.282497,250.169139,85.724658
7.898795,251.553031,72.621162
8.000565,252.539109,62.318437
7.047182,253.365424,49.263133
5.845970,253.638502,39.348563
4.485338,254.269204,31.701744
2.788332,254.299736,25.885027
2.563065,254.444355,20.788172
0.815474,4.054935,254.103342
0.860903,6.233366,253.986452
1.340325,11.540119,253.679096
2.046978,19.269554,253.239196
2.807768,32.474258,252.674565
3.175177,45.511405,252.182605
6.238538,58.817045,251.031348
8.753358,72.973551,249.109087
11.775997,87.451678,248.054279
18.200650,103.617490,246.586207
22.133742,115.743986,245.536612
29.485235,127.783634,244.262009
37.649158,136.439381,242.769457
51.339199,148.779404,239.834590
62.522159,166.672691,238.465201
75.240309,185.101460,236.143616
