3000
3
10.989488,242.177551,34.328077
10.996978,242.224744,34.200332
11.076857,242.193384,34.285219
11.220998,242.196320,34.512673
11.375478,242.220340,34.533467
11.378306,242.130743,34.661267
11.465232,241.967242,34.780994
11.462803,241.941079,34.851385
11.508784,241.887183,35.170028
11.623304,241.833469,35.207110
11.645344,241.817875,35.349600
11.743113,241.795973,35.518946
11.668862,241.588113,35.682438
11.695861,241.428270,35.672394
11.709092,241.080592,36.016528
11.716895,240.987362,36.279483
11.693810,240.885225,36.305736
11.747791,240.824533,36.512967
11.750688,240.658088,36.640412
11.764054,240.573222,36.681914
11.822020,240.512126,36.899010
11.822241,240.492981,37.081539
11.865140,240.114465,37.121743
11.843234,239.756436,37.219378
11.830461,239.359705,37.152211
11.802024,239.201233,37.406376
11.750486,238.935878,37.204857
11.746598,238.901622,37.191837
11.667071,238.800408,37.131660
11.617868,238.477724,37.021517
11.595138,238.239757,36.866756
11.626417,238.195771,36.734323
11.641857,238.154957,36.662714
11.676851,238.075469,36.458530
11.701788,237.986782,36.437787
11.704058,237.906854,36.585235
11.810705,237.697329,36.469472
11.774387,237.611874,36.438041
11.718124,237.412670,36.197858
11.678647,237.001274,36.220544
11.751309,236.366004,35.958608
11.773644,236.271874,35.967757
11.799432,236.184659,36.018309
11.913253,235.735910,36.360263
12.043795,235.675907,36.222054
12.052801,235.292546,35.817474
12.145507,235.091200,35.737076
12.086084,234.801192,35.654617
12.074524,234.758043,35.685829
12.196910,234.670990,35.476519
12.241893,234.538335,35.627112
12.332768,234.498630,35.675009
12.428602,234.391335,35.563266
12.415172,234.117289,35.859323
12.414771,234.116478,35.859846
12.409296,234.113692,35.870955
12.432688,233.734965,35.985052
12.414743,233.621488,35.991387
12.442912,233.450277,35.982267
12.425891,233.268850,36.365168
12.358238,232.881193,36.087167
12.348975,232.863538,36.192649
12.413096,232.825597,36.231849
12.434766,232.781601,35.977582
12.469434,232.548759,36.093230
12.409297,232.105009,35.887916
12.161555,231.910659,35.784559
12.137844,231.744935,35.787656
12.211569,231.649619,35.644509
12.200581,231.129293,35.254485
12.226674,231.075237,35.330875
12.286266,230.649130,35.317911
12.270716,230.517239,35.121742
12.389374,230.428899,35.075785
12.284143,230.319391,35.228053
12.286878,230.318805,35.225744
12.305980,229.802796,35.268741
12.393259,229.796946,35.238864
12.394960,229.586371,35.228689
12.356176,229.340219,35.465000
12.235094,229.064924,35.551500
12.232106,228.907705,35.128852
12.322009,228.704666,35.072088
12.322010,228.384537,35.135684
12.357871,228.307125,35.152577
12.388307,228.234488,35.245843
